contig_id	gc_fraction	gc_percent	coverage	coverage_log10	length_bp	kraken_status	taxon_label	kraken_length	taxid	broad_taxon
NODE_13747_length_473_cov_34.303030	0.7421	74.21	69.7463	1.84970373138216	473	C	Caulobacter inopinatus (taxid 3161137)	473	3161137	Other classified
NODE_13748_length_473_cov_33.472222	0.6786	67.86	59.444	1.78135319690534	473	C	Bradyrhizobium lablabi (taxid 722472)	473	722472	Other classified
NODE_13749_length_473_cov_32.977273	0.6681	66.81	56.7484	1.76153995599627	473	C	Brevundimonas albigilva (taxid 1312364)	473	1312364	Other classified
NODE_13750_length_473_cov_31.840909	0.6723	67.23	77.8245	1.89666122460954	473	C	Bacteria (taxid 2)	473	2	Other classified
NODE_13751_length_473_cov_31.744949	0.4165	41.65	55.5455	1.75239804864377	473	U	unclassified (taxid 0)	473	0	Unclassified
NODE_13752_length_473_cov_31.131313	0.6512	65.12	53.7548	1.73842219697587	473	C	Bradyrhizobium sp. WCU1 (taxid 3457316)	473	3457316	Other classified
NODE_13753_length_473_cov_30.944444	0.4482	44.82	55.3235	1.7506896344767	473	U	unclassified (taxid 0)	473	0	Unclassified
NODE_13754_length_473_cov_23.797980	0.6004	60.04	41.4905	1.62829184160877	473	U	unclassified (taxid 0)	473	0	Unclassified
NODE_13755_length_473_cov_22.674242	0.666	66.6	39.0063	1.60212838732282	473	C	Streptomyces (taxid 1883)	473	1883	Other classified
NODE_13756_length_473_cov_20.643939	0.6448	64.48	35.5159	1.56248200907762	473	C	Caulobacter segnis (taxid 88688)	473	88688	Other classified
NODE_13757_length_473_cov_16.585859	0.4376	43.76	28.5412	1.47042813291206	473	U	unclassified (taxid 0)	473	0	Unclassified
NODE_13758_length_473_cov_16.212121	0.7019	70.19	27.9049	1.46097147121941	473	C	Oryzobacter telluris (taxid 3149179)	473	3149179	Other classified
NODE_13759_length_473_cov_15.767677	0.5095	50.95	27.3636	1.45276135207206	473	U	unclassified (taxid 0)	473	0	Unclassified
NODE_13760_length_473_cov_15.113636	0.3129	31.29	26.0021	1.43139754130515	473	U	unclassified (taxid 0)	473	0	Unclassified
NODE_13761_length_473_cov_10.691919	0.444	44.4	18.3932	1.28764947631324	473	U	unclassified (taxid 0)	473	0	Unclassified
NODE_13762_length_473_cov_8.845960	0.4757	47.57	15.222	1.21010439706489	473	C	Paraflavitalea soli (taxid 2315862)	473	2315862	Other classified
NODE_13763_length_473_cov_7.739899	0.4672	46.72	13.3171	1.15585505836686	473	C	Vibrio navarrensis (taxid 29495)	473	29495	Vibrio
NODE_13764_length_473_cov_7.366162	0.5539	55.39	12.6829	1.13617815297778	473	C	Vibrio (taxid 662)	473	662	Vibrio
NODE_13765_length_473_cov_4.421717	0.4947	49.47	7.6089	0.934947663132015	473	C	Vibrio cidicii (taxid 1763883)	473	1763883	Vibrio
NODE_13766_length_473_cov_3.315657	0.4524	45.24	6.0254	0.846671056384555	473	C	Vibrio vulnificus (taxid 672)	473	672	Vibrio
NODE_13767_length_473_cov_3.308081	0.4715	47.15	5.7082	0.826606002294446	473	C	Vibrio cidicii (taxid 1763883)	473	1763883	Vibrio
NODE_13768_length_473_cov_1.659091	0.5581	55.81	2.8541	0.585922978841688	473	C	Vibrio cidicii (taxid 1763883)	473	1763883	Vibrio
NODE_13769_length_473_cov_1.659091	0.4736	47.36	2.8541	0.585922978841688	473	C	Vibrio cidicii (taxid 1763883)	473	1763883	Vibrio
NODE_13770_length_473_cov_1.474747	0.5349	53.49	2.537	0.548635059814752	473	C	Vibrio cidicii (taxid 1763883)	473	1763883	Vibrio
NODE_13771_length_473_cov_1.419192	0.4778	47.78	2.5391	0.548892834136418	473	C	Vibrio vulnificus (taxid 672)	473	672	Vibrio
NODE_13772_length_473_cov_1.290404	0.5349	53.49	2.2199	0.507842384080124	473	C	Vibrio cidicii (taxid 1763883)	473	1763883	Vibrio
NODE_13773_length_473_cov_1.199495	0.4778	47.78	2.2199	0.507842384080124	473	C	Vibrio diabolicus (taxid 50719)	473	50719	Vibrio
NODE_13774_length_473_cov_1.106061	0.5539	55.39	1.9027	0.462802152925328	473	C	Vibrio cidicii (taxid 1763883)	473	1763883	Vibrio
NODE_13775_length_473_cov_1.106061	0.4271	42.71	1.9027	0.462802152925328	473	C	Vibrio (taxid 662)	473	662	Vibrio
NODE_13776_length_473_cov_0.921717	0.3975	39.75	1.5856	0.412561339094492	473	C	Buchnera aphidicola (taxid 9)	473	9	Other classified
NODE_13777_length_473_cov_0.921717	0.3996	39.96	1.5856	0.412561339094492	473	U	unclassified (taxid 0)	473	0	Unclassified
NODE_13778_length_473_cov_0.901515	0.4249	42.49	2.0973	0.490983272529727	473	C	Vibrio vulnificus (taxid 672)	473	672	Vibrio
NODE_13779_length_472_cov_77.202532	0.4788	47.88	132.8072	2.12647948290968	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13780_length_472_cov_75.701266	0.5212	52.12	130.2479	2.11809236331069	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13781_length_472_cov_61.600000	0.4979	49.79	111.0551	2.04943162750609	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13782_length_472_cov_61.258228	0.6229	62.29	105.7775	2.02847974842941	472	C	Alphaproteobacteria (taxid 28211)	472	28211	Other classified
NODE_13783_length_472_cov_59.243038	0.6229	62.29	102.1123	2.01331047424092	472	C	Brevundimonas diminuta (taxid 293)	472	293	Other classified
NODE_13784_length_472_cov_55.362025	0.4894	48.94	96.0996	1.98721744084363	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13785_length_472_cov_51.539241	0.3686	36.86	88.6589	1.95259340632477	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13786_length_472_cov_48.974684	0.6949	69.49	84.5169	1.93205194924825	472	C	Pseudomonadati (taxid 3379134)	472	3379134	Other classified
NODE_13787_length_472_cov_48.769620	0.6843	68.43	88.0593	1.94967927728373	472	C	Asticcacaulis excentricus (taxid 78587)	472	78587	Other classified
NODE_13788_length_472_cov_45.093671	0.6907	69.07	77.5424	1.89510416776241	472	C	Phenylobacterium zucineum HLK1 (taxid 450851)	472	450851	Other classified
NODE_13789_length_472_cov_44.334177	0.6271	62.71	80.625	1.91182319428313	472	C	Stenotrophomonas (taxid 40323)	472	40323	Other classified
NODE_13790_length_472_cov_41.772152	0.553	55.3	71.9894	1.86325979360308	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13791_length_472_cov_41.445570	0.678	67.8	71.7119	1.86160549313423	472	C	Brevundimonas albigilva (taxid 1312364)	472	1312364	Other classified
NODE_13792_length_472_cov_41.394937	0.6568	65.68	71.3898	1.85967737675255	472	C	Asticcacaulis sp. AND118 (taxid 2840468)	472	2840468	Other classified
NODE_13793_length_472_cov_38.151899	0.4513	45.13	72.3453	1.86537228928409	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13794_length_472_cov_36.384810	0.464	46.4	62.6059	1.80349740210439	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13795_length_472_cov_34.926582	0.4767	47.67	60.1907	1.78668542140058	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13796_length_472_cov_34.374684	0.5381	53.81	59.2225	1.77975878029777	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13797_length_472_cov_33.081013	0.6186	61.86	57.0318	1.76366604149239	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13798_length_472_cov_31.967089	0.5932	59.32	54.9788	1.74802358439516	472	C	Acidisarcina polymorpha (taxid 2211140)	472	2211140	Other classified
NODE_13799_length_472_cov_27.607595	0.5064	50.64	47.5742	1.68640565665326	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13800_length_472_cov_26.797468	0.5212	52.12	46.0805	1.67284106645024	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13801_length_472_cov_26.318987	0.6208	62.08	45.5297	1.66773025243087	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13802_length_472_cov_23.751899	0.3919	39.19	40.9958	1.62320585877809	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13803_length_472_cov_22.911392	0.6568	65.68	39.9619	1.61238009299653	472	C	Ancylobacter (taxid 99)	472	99	Other classified
NODE_13804_length_472_cov_20.526582	0.7479	74.79	36.8538	1.57810948320713	472	C	Caulobacter sp. RL271 (taxid 3458546)	472	3458546	Other classified
NODE_13805_length_472_cov_17.010127	0.714	71.4	34.089	1.54517099145079	472	C	Caulobacter soli (taxid 2708539)	472	2708539	Other classified
NODE_13806_length_472_cov_16.207595	0.6123	61.23	28.9089	1.47580044069046	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13807_length_472_cov_13.063291	0.6059	60.59	22.9513	1.3793290905065	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13808_length_472_cov_12.382278	0.6631	66.31	21.2924	1.34815682714543	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13809_length_472_cov_11.827848	0.4788	47.88	20.339	1.32917406341751	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13810_length_472_cov_10.665823	0.7288	72.88	20.5085	1.33261012380271	472	C	Phenylobacterium parvum (taxid 2201350)	472	2201350	Other classified
NODE_13811_length_472_cov_10.465823	0.4258	42.58	18.0572	1.28005909179665	472	C	Vibrio navarrensis (taxid 29495)	472	29495	Vibrio
NODE_13812_length_472_cov_8.286076	0.3559	35.59	14.3008	1.18471413843214	472	C	Niabella yanshanensis (taxid 577386)	472	577386	Other classified
NODE_13813_length_472_cov_6.463291	0.4894	48.94	11.1229	1.08360652274646	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13814_length_472_cov_4.392405	0.4153	41.53	8.8962	0.995468463704601	472	C	unclassified Vibrio (taxid 2614977)	472	2614977	Vibrio
NODE_13815_length_472_cov_4.389873	0.3856	38.56	7.6292	0.935970534800941	472	U	unclassified (taxid 0)	472	0	Unclassified
NODE_13816_length_472_cov_2.772152	0.4619	46.19	4.8856	0.769790743034443	472	C	Vibrio navarrensis (taxid 29495)	472	29495	Vibrio
NODE_13817_length_472_cov_1.964557	0.5021	50.21	3.9258	0.692476774401237	472	C	Vibrio vulnificus (taxid 672)	472	672	Vibrio
NODE_13818_length_472_cov_1.473418	0.5148	51.48	2.5381	0.548770103541043	472	C	Vibrio cidicii (taxid 1763883)	472	1763883	Vibrio
NODE_13819_length_472_cov_1.293671	0.4788	47.88	2.2246	0.508475849648233	472	C	Vibrio cidicii (taxid 1763883)	472	1763883	Vibrio
NODE_13820_length_472_cov_1.293671	0.5318	53.18	2.2246	0.508475849648233	472	C	Vibrio navarrensis (taxid 29495)	472	29495	Vibrio
NODE_13821_length_472_cov_1.293671	0.4343	43.43	2.6335	0.560325164529279	472	C	Vibrio vulnificus (taxid 672)	472	672	Vibrio
NODE_13822_length_472_cov_1.108861	0.4725	47.25	1.9068	0.463415151521222	472	C	Vibrio cidicii (taxid 1763883)	472	1763883	Vibrio
NODE_13823_length_472_cov_1.108861	0.4725	47.25	1.9068	0.463415151521222	472	C	Vibrio (taxid 662)	472	662	Vibrio
NODE_13824_length_472_cov_1.043038	0.4894	48.94	1.9068	0.463415151521222	472	C	Vibrio cidicii (taxid 1763883)	472	1763883	Vibrio
NODE_13825_length_472_cov_1.002532	0.5169	51.69	2.4025	0.531798133875372	472	C	Vibrio vulnificus (taxid 672)	472	672	Vibrio
NODE_13826_length_472_cov_0.739241	0.4576	45.76	1.2712	0.356255379517801	472	C	Vibrio navarrensis (taxid 29495)	472	29495	Vibrio
NODE_13827_length_471_cov_91.939086	0.6093	60.93	158.1677	2.20185494069439	471	U	unclassified (taxid 0)	471	0	Unclassified
NODE_13828_length_471_cov_91.700508	0.4904	49.04	157.7749	2.20078184788277	471	U	unclassified (taxid 0)	471	0	Unclassified
NODE_13829_length_471_cov_77.307107	0.4756	47.56	133.1444	2.12757254730343	471	U	unclassified (taxid 0)	471	0	Unclassified
NODE_13830_length_471_cov_66.413706	0.4798	47.98	114.3694	2.0620906340069	471	C	Panacibacter ginsenosidivorans (taxid 1813871)	471	1813871	Other classified
NODE_13831_length_471_cov_59.852792	0.6773	67.73	104.4331	2.02297697606273	471	C	unclassified Azospirillum (taxid 2630922)	471	2630922	Unclassified
NODE_13832_length_471_cov_56.939086	0.6433	64.33	101	2.00860017176192	471	C	Cupriavidus taiwanensis (taxid 164546)	471	164546	Other classified
NODE_13833_length_471_cov_54.659898	0.6539	65.39	94.7537	1.98115556445306	471	C	Hyphomicrobiales (taxid 356)	471	356	Other classified
NODE_13834_length_471_cov_40.944162	0.6582	65.82	71.189	1.8584710257794	471	C	Bacteria (taxid 2)	471	2	Other classified
NODE_13835_length_471_cov_37.032995	0.5138	51.38	63.6752	1.81073778039225	471	U	unclassified (taxid 0)	471	0	Unclassified
NODE_13836_length_471_cov_36.076142	0.7134	71.34	62.0998	1.80002798271428	471	C	Novosphingobium sp. BL-52-GroH (taxid 3349877)	471	3349877	Other classified
NODE_13837_length_471_cov_33.890863	0.6263	62.63	58.2675	1.77281660837444	471	C	Ramlibacter tataouinensis TTB310 (taxid 365046)	471	365046	Other classified
NODE_13838_length_471_cov_28.162437	0.4565	45.65	48.4076	1.69379375832027	471	C	Vibrio sp. 16 (taxid 391586)	471	391586	Vibrio
NODE_13839_length_471_cov_27.786802	0.5053	50.53	47.7707	1.68815898901284	471	U	unclassified (taxid 0)	471	0	Unclassified
NODE_13840_length_471_cov_26.063452	0.6773	67.73	44.8535	1.66137249099128	471	C	Methylobacterium sp. WL1 (taxid 2603276)	471	2603276	Other classified
NODE_13841_length_471_cov_26.048223	0.4501	45.01	44.9533	1.66231670441265	471	U	unclassified (taxid 0)	471	0	Unclassified
NODE_13842_length_471_cov_22.685279	0.482	48.2	43.741	1.65070568672593	471	C	Chitinophagaceae (taxid 563835)	471	563835	Other classified
NODE_13843_length_471_cov_16.662437	0.4076	40.76	28.8089	1.47434595011031	471	U	unclassified (taxid 0)	471	0	Unclassified
NODE_13844_length_471_cov_15.553299	0.6667	66.67	33.6115	1.53922042124173	471	C	Caulobacter segnis (taxid 88688)	471	88688	Other classified
NODE_13845_length_471_cov_8.152284	0.6157	61.57	14.0127	1.17645880614404	471	C	Methylotenera mobilis JLW8 (taxid 583345)	471	583345	Other classified
NODE_13846_length_471_cov_6.413706	0.4183	41.83	15.6263	1.22079561251672	471	C	Vibrio vulnificus (taxid 672)	471	672	Vibrio
NODE_13847_length_471_cov_5.743655	0.4756	47.56	9.8726	1.03633341074974	471	U	unclassified (taxid 0)	471	0	Unclassified
NODE_13848_length_471_cov_1.741117	0.4586	45.86	3.6369	0.666227729944437	471	C	Vibrio vulnificus (taxid 672)	471	672	Vibrio
NODE_13849_length_471_cov_1.667513	0.3907	39.07	2.8662	0.587284316492772	471	U	unclassified (taxid 0)	471	0	Unclassified
NODE_13850_length_471_cov_1.667513	0.3822	38.22	2.8662	0.587284316492772	471	U	unclassified (taxid 0)	471	0	Unclassified
NODE_13851_length_471_cov_1.482234	0.5478	54.78	2.5478	0.549959129382749	471	C	Vibrio cidicii (taxid 1763883)	471	1763883	Vibrio
NODE_13852_length_471_cov_1.322335	0.4522	45.22	12.6773	1.136000372908	471	C	Vibrio navarrensis (taxid 29495)	471	29495	Vibrio
NODE_13853_length_471_cov_1.296954	0.4544	45.44	2.2293	0.509108392583755	471	C	Vibrio (taxid 662)	471	662	Vibrio
NODE_13854_length_471_cov_0.926396	0.4968	49.68	2.0552	0.485039645365261	471	C	Vibrio cidicii (taxid 1763883)	471	1763883	Vibrio
NODE_13855_length_471_cov_0.860406	0.5138	51.38	1.6072	0.416174347457088	471	C	Vibrio cidicii (taxid 1763883)	471	1763883	Vibrio
NODE_13856_length_470_cov_108.147583	0.534	53.4	186.2106	2.27233043516693	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13857_length_470_cov_104.328244	0.4426	44.26	179.483	2.25643630123397	470	C	Aggregatimonas sangjinii (taxid 2583587)	470	2583587	Other classified
NODE_13858_length_470_cov_81.422392	0.6872	68.72	143.9681	2.16127244693749	470	C	Phenylobacterium montanum (taxid 2823693)	470	2823693	Other classified
NODE_13859_length_470_cov_78.501272	0.5043	50.43	135.334	2.13460417697189	470	C	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko (taxid 1228987)	470	1228987	Other classified
NODE_13860_length_470_cov_73.631043	0.366	36.6	126.6234	2.10593031042874	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13861_length_470_cov_72.361323	0.5298	52.98	126.9553	2.10705827938368	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13862_length_470_cov_70.923664	0.4723	47.23	125.0021	2.10037778329861	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13863_length_470_cov_70.216285	0.4979	49.79	120.9574	2.08620815710291	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13864_length_470_cov_65.669211	0.5085	50.85	112.9149	2.05658053324996	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13865_length_470_cov_61.183206	0.4638	46.38	105.3872	2.02688937886345	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13866_length_470_cov_57.656489	0.4723	47.23	99.1617	2.00070168701605	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13867_length_470_cov_55.310433	0.4936	49.36	95.2064	1.98320396384895	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13868_length_470_cov_52.226463	0.4574	45.74	90.1426	1.95972141342294	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13869_length_470_cov_45.119593	0.4362	43.62	77.8574	1.89684245389029	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13870_length_470_cov_44.849873	0.5894	58.94	77.2596	1.89353762380697	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13871_length_470_cov_44.091603	0.4553	45.53	76.5298	1.88946866364178	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13872_length_470_cov_42.722646	0.6723	67.23	73.5511	1.87245405584274	470	C	Pseudomonadota (taxid 1224)	470	1224	Other classified
NODE_13873_length_470_cov_40.356234	0.666	66.6	69.683	1.8493149739954	470	C	Micrococcaceae (taxid 1268)	470	1268	Other classified
NODE_13874_length_470_cov_40.063613	0.6787	67.87	70.0213	1.8513886175243	470	C	Caulobacter segnis (taxid 88688)	470	88688	Other classified
NODE_13875_length_470_cov_34.727735	0.6979	69.79	66.0638	1.82648815798446	470	C	Caulobacter vibrioides (taxid 155892)	470	155892	Other classified
NODE_13876_length_470_cov_33.063613	0.5085	50.85	56.8085	1.76199170056047	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13877_length_470_cov_30.193384	0.634	63.4	52.0574	1.72474596420419	470	C	Reyranella sp. (taxid 1929291)	470	1929291	Reyranella
NODE_13878_length_470_cov_29.890585	0.4277	42.77	51.3809	1.71917295612961	470	C	Alicyclobacillus fastidiosus (taxid 392011)	470	392011	Other classified
NODE_13879_length_470_cov_25.524173	0.6362	63.62	49.7234	1.70520835669838	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13880_length_470_cov_24.857506	0.634	63.4	45.9319	1.67146813662912	470	C	Caulobacter sp. UC70_42 (taxid 3374551)	470	3374551	Other classified
NODE_13881_length_470_cov_24.201018	0.5404	54.04	41.6979	1.63040651575478	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13882_length_470_cov_23.674300	0.434	43.4	40.766	1.62082288414443	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13883_length_470_cov_21.905852	0.5553	55.53	37.8787	1.58971173484823	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13884_length_470_cov_21.547074	0.717	71.7	37.166	1.58167664596018	470	C	Streptomyces sp. GS7 (taxid 2692234)	470	2692234	Other classified
NODE_13885_length_470_cov_20.618321	0.466	46.6	35.5404	1.56277329717202	470	C	Vibrio cidicii (taxid 1763883)	470	1763883	Vibrio
NODE_13886_length_470_cov_19.132316	0.5979	59.79	32.8723	1.52984468714934	470	C	Stenotrophomonas (taxid 40323)	470	40323	Other classified
NODE_13887_length_470_cov_16.241730	0.466	46.6	33.3213	1.53556372941367	470	C	Filimonas lacunae (taxid 477680)	470	477680	Other classified
NODE_13888_length_470_cov_15.229008	0.5894	58.94	26.1681	1.43405926711245	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13889_length_470_cov_14.852417	0.4681	46.81	25.5298	1.42373397598219	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13890_length_470_cov_4.829517	0.6255	62.55	8.2979	0.968384870984331	470	C	Nitrobacteraceae (taxid 41294)	470	41294	Other classified
NODE_13891_length_470_cov_2.786260	0.5362	53.62	4.8277	0.765497186938374	470	C	Vibrio cidicii (taxid 1763883)	470	1763883	Vibrio
NODE_13892_length_470_cov_2.740458	0.417	41.7	4.7872	0.762468491417545	470	C	Vibrio vulnificus (taxid 672)	470	672	Vibrio
NODE_13893_length_470_cov_1.114504	0.4617	46.17	1.9149	0.464623660229462	470	C	Vibrio (taxid 662)	470	662	Vibrio
NODE_13894_length_470_cov_1.114504	0.4979	49.79	1.9149	0.464623660229462	470	C	Vibrio navarrensis (taxid 29495)	470	29495	Vibrio
NODE_13895_length_470_cov_1.025445	0.5149	51.49	2.4106	0.532830787721881	470	C	Vibrio cidicii (taxid 1763883)	470	1763883	Vibrio
NODE_13896_length_470_cov_0.928753	0.517	51.7	1.5957	0.414254497113937	470	C	Vibrio cidicii (taxid 1763883)	470	1763883	Vibrio
NODE_13897_length_470_cov_0.928753	0.3809	38.09	1.834	0.452399845911442	470	U	unclassified (taxid 0)	470	0	Unclassified
NODE_13898_length_470_cov_0.928753	0.4617	46.17	1.5957	0.414254497113937	470	C	Vibrio (taxid 662)	470	662	Vibrio
NODE_13899_length_470_cov_0.928753	0.4574	45.74	1.5957	0.414254497113937	470	C	Vibrio cidicii (taxid 1763883)	470	1763883	Vibrio
NODE_13900_length_470_cov_0.844784	0.4872	48.72	1.5957	0.414254497113937	470	C	Vibrio (taxid 662)	470	662	Vibrio
NODE_13901_length_470_cov_0.743003	0.4128	41.28	1.2766	0.35728673151412	470	C	Vibrio (taxid 662)	470	662	Vibrio
NODE_13902_length_469_cov_94.770408	0.693	69.3	163.4051	2.2159152856341	469	C	Caulobacter sp. UC70_42 (taxid 3374551)	469	3374551	Other classified
NODE_13903_length_469_cov_84.943878	0.6951	69.51	140.548	2.15090373738816	469	C	Enhydrobacter sp. (taxid 1894999)	469	1894999	Other classified
NODE_13904_length_469_cov_68.326531	0.5011	50.11	117.3625	2.07321412956006	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13905_length_469_cov_61.492347	0.3753	37.53	107.3241	2.03472508942894	469	C	Aquimarina sp. BL5 (taxid 1714860)	469	1714860	Other classified
NODE_13906_length_469_cov_60.038265	0.4733	47.33	103.9595	2.02102175316956	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13907_length_469_cov_58.433673	0.6866	68.66	100.7761	2.00764580494825	469	C	Sphingomonas sp. 7/4-4 (taxid 3018446)	469	3018446	Other classified
NODE_13908_length_469_cov_57.790816	0.5053	50.53	104.5864	2.02360798273072	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13909_length_469_cov_54.750000	0.5117	51.17	94.0299	1.97786027225669	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13910_length_469_cov_40.755102	0.7143	71.43	70.0341	1.85146688233343	469	C	Thalassobaculum sp. OXR-137 (taxid 3100173)	469	3100173	Other classified
NODE_13911_length_469_cov_39.142857	0.3859	38.59	76.1194	1.88716364203452	469	C	Flavihumibacter rivuli (taxid 2838156)	469	2838156	Other classified
NODE_13912_length_469_cov_38.155612	0.4691	46.91	65.548	1.82313500793968	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13913_length_469_cov_38.099490	0.6631	66.31	65.8678	1.82521703482578	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13914_length_469_cov_36.308673	0.4094	40.94	62.3667	1.80186109060152	469	C	Vibrio cidicii (taxid 1763883)	469	1763883	Vibrio
NODE_13915_length_469_cov_36.040816	0.6205	62.05	62.8145	1.80491937079792	469	C	Pseudoduganella sp. HUAS MS19 (taxid 3469873)	469	3469873	Other classified
NODE_13916_length_469_cov_35.693878	0.6397	63.97	61.5778	1.7964202909186	469	C	Phenylobacterium sp. NIBR 498073 (taxid 3015177)	469	3015177	Other classified
NODE_13917_length_469_cov_35.196429	0.565	56.5	67.9659	1.83863440809271	469	C	Allobosea (taxid 85413)	469	85413	Other classified
NODE_13918_length_469_cov_35.010204	0.4883	48.83	60.2644	1.78720818455509	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13919_length_469_cov_33.614796	0.4691	46.91	57.9765	1.77067899548283	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13920_length_469_cov_30.341837	0.6951	69.51	52.1322	1.72535779874578	469	C	Sphingopyxis macrogoltabida (taxid 33050)	469	33050	Other classified
NODE_13921_length_469_cov_26.336735	0.6738	67.38	45.3305	1.66586698714616	469	C	Caulobacter mirabilis (taxid 69666)	469	69666	Other classified
NODE_13922_length_469_cov_25.104592	0.5117	51.17	34.855	1.55454972683774	469	C	Pseudomonadati (taxid 3379134)	469	3379134	Other classified
NODE_13923_length_469_cov_22.160714	0.4627	46.27	38.209	1.59338576604364	469	C	Vibrio sp. NH-7 (taxid 3470823)	469	3470823	Vibrio
NODE_13924_length_469_cov_20.109694	0.42	42	34.5394	1.55071009148029	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13925_length_469_cov_9.683673	0.4755	47.55	16.6311	1.24627940867069	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13926_length_469_cov_3.556122	0.4712	47.12	6.3966	0.869032133168596	469	C	Vibrio cidicii (taxid 1763883)	469	1763883	Vibrio
NODE_13927_length_469_cov_2.977041	0.678	67.8	5.1151	0.786403563431681	469	C	Aeromonas dhakensis (taxid 196024)	469	196024	Other classified
NODE_13928_length_469_cov_2.793367	0.4478	44.78	4.7974	0.763233266180616	469	C	Vibrio cidicii (taxid 1763883)	469	1763883	Vibrio
NODE_13929_length_469_cov_2.780612	0.4158	41.58	4.8358	0.766100399673651	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13930_length_469_cov_2.744898	0.71	71	7.2239	0.915077820800978	469	C	Caulobacter segnis (taxid 88688)	469	88688	Other classified
NODE_13931_length_469_cov_2.418367	0.4691	46.91	4.1578	0.712464497828986	469	C	Vibrio cidicii (taxid 1763883)	469	1763883	Vibrio
NODE_13932_length_469_cov_2.048469	0.3539	35.39	3.5181	0.654955839016299	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13933_length_469_cov_2.048469	0.5032	50.32	3.5181	0.654955839016299	469	C	Vibrio cidicii (taxid 1763883)	469	1763883	Vibrio
NODE_13934_length_469_cov_1.676020	0.4051	40.51	2.8785	0.588663795780204	469	U	unclassified (taxid 0)	469	0	Unclassified
NODE_13935_length_469_cov_1.599490	0.4072	40.72	4.9126	0.771778499044968	469	C	Vibrio vulnificus (taxid 672)	469	672	Vibrio
NODE_13936_length_469_cov_1.487245	0.4819	48.19	2.8785	0.588663795780204	469	C	Vibrio vulnificus (taxid 672)	469	672	Vibrio
NODE_13937_length_469_cov_1.303571	0.3539	35.39	2.2388	0.510384130604141	469	C	Vibrio (taxid 662)	469	662	Vibrio
NODE_13938_length_469_cov_1.303571	0.4478	44.78	2.2388	0.510384130604141	469	C	Vibrio cidicii (taxid 1763883)	469	1763883	Vibrio
NODE_13939_length_469_cov_1.272959	0.4222	42.22	3.0746	0.610084980850389	469	C	Vibrio navarrensis (taxid 29495)	469	29495	Vibrio
